20.9,REQUIRED,mcc_generated_files\timer\timer_interface.h:74:6,"All identifiers used in the controlling expression of the if or elif preprocessing directives shall be defined manifestly before evaluation"
20.9,REQUIRED,mcc_generated_files\timer\tmr1.h:81:2,"All identifiers used in the controlling expression of the if or elif preprocessing directives shall be defined manifestly before evaluation"
20.9,REQUIRED,mcc_generated_files\timer\tmr1.h:225:2,"All identifiers used in the controlling expression of the if or elif preprocessing directives shall be defined manifestly before evaluation"
8.2,REQUIRED,mcc_generated_files\system\system.h:54:43,"Function types shall be in prototype form with named parameters"
7.2,REQUIRED,mcc_generated_files\crc\src\crc.c:142:22,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
7.2,REQUIRED,mcc_generated_files\crc\src\crc.c:152:78,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
7.2,REQUIRED,mcc_generated_files\crc\src\crc.c:154:80,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
10.4,REQUIRED,mcc_generated_files\crc\src\crc.c:390:15,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
10.4,REQUIRED,mcc_generated_files\crc\src\crc.c:396:34,"Both operands of an operator in which the usual arithmetic conversions are performed shall have the same essential type category"
19.2,ADVISORY,mcc_generated_files\crc\src\crc.c:71:5,"The union keyword should not be used"
19.2,ADVISORY,mcc_generated_files\crc\src\crc.c:78:0,"The union keyword should not be used"
7.2,REQUIRED,mcc_generated_files\system\reset_types.h:67:26,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
15.6,REQUIRED,mcc_generated_files\system\src\clock.c:102:5,"The body of an iteration-statement or a selection-statement shall be a compound-statement"
15.6,REQUIRED,mcc_generated_files\system\src\clock.c:103:5,"The body of an iteration-statement or a selection-statement shall be a compound-statement"
7.2,REQUIRED,mcc_generated_files\system\src\dmt.c:68:14,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
7.2,REQUIRED,mcc_generated_files\system\src\dmt.c:109:38,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
7.2,REQUIRED,mcc_generated_files\system\src\dmt.c:116:49,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
7.2,REQUIRED,mcc_generated_files\system\src\dmt.c:130:36,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
8.4,REQUIRED,mcc_generated_files\system\src\dmt.c:148:47,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.4,REQUIRED,mcc_generated_files\system\src\dmt.c:46:10,"A compatible declaration shall be visible when an object or function with external linkage is defined"
7.2,REQUIRED,mcc_generated_files\system\src\pins.c:61:13,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
7.2,REQUIRED,mcc_generated_files\system\src\pins.c:62:13,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
7.2,REQUIRED,mcc_generated_files\system\src\pins.c:63:13,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
7.2,REQUIRED,mcc_generated_files\system\src\pins.c:64:13,"A "u" or "U" suffix shall be applied to all integer constants that are represented in an unsigned type"
8.4,REQUIRED,mcc_generated_files\system\src\traps.c:87:20,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.4,REQUIRED,mcc_generated_files\system\src\traps.c:94:20,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.4,REQUIRED,mcc_generated_files\system\src\traps.c:101:20,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.4,REQUIRED,mcc_generated_files\system\src\traps.c:135:20,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.4,REQUIRED,mcc_generated_files\system\src\traps.c:142:20,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.4,REQUIRED,mcc_generated_files\system\src\traps.c:149:20,"A compatible declaration shall be visible when an object or function with external linkage is defined"
8.9,ADVISORY,mcc_generated_files\system\src\traps.c:47:17,"An object should be defined at block scope if its identifier only appears in a single function"
11.4,ADVISORY,mcc_generated_files\system\src\traps.c:83:13,"A conversion should not be performed between a pointer to object and an integer type"
8.4,REQUIRED,mcc_generated_files\timer\src\tmr1.c:137:47,"A compatible declaration shall be visible when an object or function with external linkage is defined"
